f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,label,weight,timestamp,symbol,timeframe,regime,trade_type,profit_pips,duration_bars,notes
0.00033706555,-0.003887897,-0.0061295084,-0.0021386144,0.37118107,0.47804183,0.33228394,0.28554752,0.4979742,0.49961346,0.20426363,0.18937936,0.20231456,-0.0057863947,0.0,0.47527143,0.0005425503,0.515048,0.757524,0.0,1.0,0.0,0.08695652,0.6666667,0.48027653,0.6243277,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,1.0,5.0,2020-01-03T02:00:00,EURUSD,H1,3,BUY,8.354960682053214,7,"hit_tp=True,hit_sl=False,regime=3"
0.001372121,3.3558423e-05,0.0011913185,-0.0045566554,0.12838878,0.34686318,0.29640466,0.31293654,0.3300953,0.4375667,0.22731672,0.44278365,0.1880066,0.029983506,0.0,0.42084587,0.0004442471,0.501821,0.75091046,0.0,1.0,0.0,0.6086956,0.0,0.2843647,0.4015102,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,-1.0,1.6900000000000002,2020-01-06T14:00:00,EURUSD,H1,3,BUY,-6.737751528320679,6,"hit_tp=False,hit_sl=True,regime=3"
-0.0021388964,-0.00052428374,-0.0029877136,-0.0037283727,0.6112275,0.42664084,0.32861355,0.31523147,0.29837194,0.47436714,0.3015851,0.59339315,0.18199725,0.9549931,0.0,0.30489847,0.00056838733,0.47914678,0.7395734,0.0,1.0,0.0,0.17391305,0.16666667,0.26240292,0.43621832,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,-1.0,1.6900000000000002,2020-01-07T04:00:00,EURUSD,H1,3,BUY,-7.14356882663969,5,"hit_tp=False,hit_sl=True,regime=3"
0.0041183815,-0.00034418702,-7.95561e-05,-0.0046405294,0.36015943,0.29123908,0.35941634,0.29260543,0.3633139,0.50961196,0.33969197,0.49427935,0.15724449,0.8931112,0.0,0.251985,0.0006113981,0.46238005,0.73119,0.0,1.0,0.0,0.4347826,0.16666667,0.33939973,0.5714933,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,1.0,5.0,2020-01-07T10:00:00,EURUSD,H1,3,BUY,8.894532057119875,18,"hit_tp=True,hit_sl=False,regime=3"
-0.0045561744,-0.004687878,-0.006446003,-0.00853828,0.25631496,0.21693039,0.2523298,0.28526944,0.43818685,0.45256892,0.013484118,0.11301391,0.16783237,0.08041906,0.0,0.4595913,0.00030778366,0.44752958,0.7237648,0.0,1.0,0.0,0.3043478,0.6666667,0.30554062,0.44877973,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,1.0,5.0,2020-01-10T07:00:00,EURUSD,H1,3,BUY,9.252915631861036,22,"hit_tp=True,hit_sl=False,regime=3"
-0.0051459894,-0.0035936902,-0.0011659751,-0.005569127,0.1904919,0.2587288,0.26760033,0.34141105,0.33330077,0.43984482,0.12343569,0.4202141,0.201313,-0.0032825016,0.0,0.36867276,0.00045885748,0.5723668,0.7861834,0.0,1.0,0.0,0.47826087,0.0,0.2296901,0.49425185,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,-1.0,2.028,2020-01-13T11:00:00,EURUSD,H1,3,BUY,-7.703191070056459,35,"hit_tp=False,hit_sl=True,regime=3"
-0.001350233,0.001346577,0.0008443324,-0.0023924576,0.2225051,0.25669396,0.24478528,0.2849144,0.42557603,0.52267665,0.53197056,0.4233943,0.16024916,0.09937711,0.0,0.44804528,0.00038524857,0.57139575,0.7856979,0.0,1.0,0.0,0.3478261,0.33333334,0.52037936,0.63471043,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,1.0,5.0,2020-01-15T08:00:00,EURUSD,H1,3,BUY,7.259111531792151,17,"hit_tp=True,hit_sl=False,regime=3"
-0.0010942443,-0.0012926161,-0.002130689,-0.00777319,0.29819167,0.3281712,0.22162941,0.26051518,0.30403924,0.4259546,0.28399366,0.27545974,0.1536675,0.88416874,0.0,0.18094057,0.000362093,0.5563707,0.77818537,0.0,1.0,0.0,0.26086956,1.0,0.18207988,0.41907907,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,-1.0,1.6900000000000002,2020-01-19T06:00:00,EURUSD,H1,3,BUY,-4.967662167458808,2,"hit_tp=False,hit_sl=True,regime=3"
-0.0018943798,-0.0025824977,-0.009489621,-0.0145272715,0.42187256,0.54311246,0.40028134,0.29214594,0.2047143,0.40479252,0.13157436,0.2808946,0.19616213,0.9904053,0.0,0.12040615,0.0003887513,0.39302906,0.69651455,0.0,1.0,0.0,0.5217391,1.0,0.18496186,0.49537948,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,1.0,5.0,2020-01-19T12:00:00,EURUSD,H1,3,BUY,10.173045919326107,26,"hit_tp=True,hit_sl=False,regime=3"
0.0002234342,-0.003169713,-0.008085288,-0.010442347,0.214471,0.2854244,0.38182813,0.365067,0.35613197,0.40856454,0.15647127,0.061261877,0.15981992,0.10045021,0.0,0.2879923,0.00039365498,0.47917038,0.73958516,0.0,1.0,0.0,0.2173913,0.5,0.22487757,0.6051198,0.7,0.3,0.42000002,0.39999998,0.9,0.2,0.5,0.8,1.0,5.0,2020-01-23T05:00:00,EURUSD,H1,3,BUY,11.517084404475408,28,"hit_tp=True,hit_sl=False,regime=3"
