f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,label,weight,timestamp,symbol,timeframe,regime,trade_type,profit_pips,duration_bars,notes
0.0011588095,-0.0005481058,-0.0002110495,-0.0066774464,0.39210942,0.5123008,0.40433457,0.3396163,0.5325719,0.4925241,0.12105877,0.21056004,0.20169732,0.6673001,0.0,0.39720422,0.00060045597,0.57005143,0.7850257,0.0,1.0,0.0,0.8535534,0.8535534,0.40833142,0.6321637,0.6993069,0.8,1.0,0.100693114,0.35016873,0.0,0.0,0.61708236,1.0,3.9000000000000004,2020-01-03T03:00:00,EURUSD,H1,3,BUY,8.795034974813376,9,"hit_tp=True,hit_sl=False,regime=3"
-0.0009307404,-0.0025611066,0.0029681297,0.0043423716,0.3226109,0.36974478,0.3274582,0.3712597,0.73642963,0.58070993,0.73411965,0.69140816,0.18717532,0.3678503,0.0,0.6495561,0.0012269949,0.41493323,0.7074666,0.0,1.0,0.0,0.14644662,0.14644662,0.793903,0.55028975,0.6,0.8566736,1.0,0.25667357,0.35554352,0.0,0.0,0.46902734,1.0,3.9000000000000004,2020-01-03T15:00:00,EURUSD,H1,3,BUY,9.806234405853598,11,"hit_tp=True,hit_sl=False,regime=3"
0.0035436717,0.0031970532,0.0016865678,-0.005165381,0.2960035,0.25218055,0.3165452,0.34713742,0.61640036,0.466077,0.47563708,0.38254184,0.18460292,0.63584775,0.0,0.59073895,0.0018091159,0.5058497,0.75292486,0.0,1.0,0.0,0.5,0.0,0.51414126,0.5065096,1.0,0.39430618,0.78861237,0.6056938,0.366608,0.0,0.0,0.59369576,-1.0,1.6900000000000002,2020-01-04T12:00:00,EURUSD,H1,3,BUY,-8.424621554097289,15,"hit_tp=False,hit_sl=True,regime=3"
0.002537031,0.001884758,-0.0013311192,-0.00788473,0.32012957,0.31709674,0.37066475,0.34034777,0.24010924,0.37241545,0.21479324,0.21230514,0.19785666,0.68006563,0.0,0.4581135,0.0010370852,0.9300268,0.9650134,0.0,1.0,0.0,0.9829629,0.62940955,0.14999926,0.49134013,1.0,0.38806334,0.7761267,0.6119367,0.3715753,0.0,0.43109453,0.4376445,1.0,5.0,2020-01-05T05:00:00,EURUSD,H1,3,BUY,10.9757719373893,7,"hit_tp=True,hit_sl=False,regime=3"
-0.001132242,0.0030041337,0.002472383,0.003485877,0.14268093,0.27964288,0.3153069,0.3410764,0.6094257,0.5206492,0.65360355,0.679364,0.25178424,0.31531224,0.0,0.59632355,0.001001075,0.8685566,0.9342783,0.0,1.0,0.0,0.25,0.9330127,0.7023871,0.5860599,1.0,0.6512737,1.0,0.3487263,0.36937758,0.0,0.0,0.51713705,-1.0,1.6900000000000002,2020-01-05T22:00:00,EURUSD,H1,3,BUY,-9.036089454130813,18,"hit_tp=False,hit_sl=True,regime=3"
0.0046002553,0.0024608667,0.004075851,0.0028953957,0.6600045,0.46068752,0.35483748,0.34038746,0.29837194,0.4723216,0.3015851,0.59339315,0.19524175,0.64764214,0.0,0.30489847,0.00056838733,0.47914678,0.7395734,0.0,1.0,0.0,0.9330127,0.75,0.26240292,0.43621832,1.0,0.90459514,1.0,0.09540487,0.4000805,0.0,0.48200467,0.73039055,-1.0,1.3,2020-01-07T04:00:00,EURUSD,H1,3,BUY,-7.14356882663969,5,"hit_tp=False,hit_sl=True,regime=3"
6.8622714e-05,0.004187018,-0.0002755655,-0.0044917115,0.38945803,0.3149311,0.3886545,0.3164086,0.3633139,0.5103939,0.33969197,0.49427935,0.13410616,0.6310057,0.0,0.251985,0.0006113981,0.46238005,0.73119,0.0,1.0,0.0,0.75,0.0669873,0.33939973,0.5714933,0.43319035,0.6,0.51982844,0.16680965,0.37792838,0.0,0.0,0.4047611,1.0,3.9000000000000004,2020-01-07T10:00:00,EURUSD,H1,3,BUY,8.894532057119875,18,"hit_tp=True,hit_sl=False,regime=3"
0.0017895697,-0.0006171817,-0.0052229455,2.5766963e-06,0.4975697,0.39136407,0.34480512,0.3264738,0.57951254,0.55838966,0.55433226,0.4240927,0.13799126,0.6364227,0.0,0.53636706,0.0010295722,0.94219357,0.9710968,0.0,1.0,0.0,0.9829629,0.62940955,0.57612836,0.43277094,0.6882417,0.6817696,0.93844455,0.0064721345,0.35396814,0.0,0.0,0.32196176,1.0,5.0,2020-01-08T05:00:00,EURUSD,H1,3,BUY,8.360482802576286,12,"hit_tp=True,hit_sl=False,regime=3"
0.0018577317,0.0037514092,0.006680318,0.0021231933,0.30556175,0.36716324,0.32977363,0.31546432,0.3848214,0.4095236,0.3975984,0.6639405,0.12307692,0.6291957,0.0,0.44929004,0.0013141504,0.74847394,0.87423694,0.0,1.0,0.0,0.9330127,0.25,0.34656802,0.45842892,1.0,0.13207848,0.26415697,0.86792153,0.35315242,0.0,0.0,0.7668943,-1.0,2.028,2020-01-09T08:00:00,EURUSD,H1,3,BUY,-6.027327792206272,24,"hit_tp=False,hit_sl=True,regime=3"
0.0032322325,0.0044824793,0.0012186134,-0.00346955,0.58855516,0.47753257,0.39750874,0.3886213,0.4545794,0.44464147,0.2005047,0.39126042,0.25288376,0.67092377,0.0,0.4714139,0.0006814107,0.893775,0.9468875,0.0,1.0,0.0,0.8535534,0.14644662,0.23530696,0.4704053,0.6432817,0.0,0.0,0.6432817,0.37329763,0.0,0.0,0.65037733,1.0,5.0,2020-01-10T09:00:00,EURUSD,H1,3,BUY,9.962782945860393,23,"hit_tp=True,hit_sl=False,regime=3"
